"subject","activity","FrequencyBodyAcc-mean()-X","FrequencyBodyAcc-mean()-Y","FrequencyBodyAcc-mean()-Z","FrequencyBodyAcc-std()-X","FrequencyBodyAcc-std()-Y","FrequencyBodyAcc-std()-Z","FrequencyBodyAccJerk-mean()-X","FrequencyBodyAccJerk-mean()-Y","FrequencyBodyAccJerk-mean()-Z","FrequencyBodyAccJerk-std()-X","FrequencyBodyAccJerk-std()-Y","FrequencyBodyAccJerk-std()-Z","FrequencyBodyAccMag-mean()","FrequencyBodyAccMag-std()","FrequencyBodyBodyAccJerkMag-mean()","FrequencyBodyBodyAccJerkMag-std()","FrequencyBodyBodyGyroJerkMag-mean()","FrequencyBodyBodyGyroJerkMag-std()","FrequencyBodyBodyGyroMag-mean()","FrequencyBodyBodyGyroMag-std()","FrequencyBodyGyro-mean()-X","FrequencyBodyGyro-mean()-Y","FrequencyBodyGyro-mean()-Z","FrequencyBodyGyro-std()-X","FrequencyBodyGyro-std()-Y","FrequencyBodyGyro-std()-Z","TimeBodyAcc-mean()-X","TimeBodyAcc-mean()-Y","TimeBodyAcc-mean()-Z","TimeBodyAcc-std()-X","TimeBodyAcc-std()-Y","TimeBodyAcc-std()-Z","TimeBodyAccJerk-mean()-X","TimeBodyAccJerk-mean()-Y","TimeBodyAccJerk-mean()-Z","TimeBodyAccJerk-std()-X","TimeBodyAccJerk-std()-Y","TimeBodyAccJerk-std()-Z","TimeBodyAccJerkMag-mean()","TimeBodyAccJerkMag-std()","TimeBodyAccMag-mean()","TimeBodyAccMag-std()","TimeBodyGyro-mean()-X","TimeBodyGyro-mean()-Y","TimeBodyGyro-mean()-Z","TimeBodyGyro-std()-X","TimeBodyGyro-std()-Y","TimeBodyGyro-std()-Z","TimeBodyGyroJerk-mean()-X","TimeBodyGyroJerk-mean()-Y","TimeBodyGyroJerk-mean()-Z","TimeBodyGyroJerk-std()-X","TimeBodyGyroJerk-std()-Y","TimeBodyGyroJerk-std()-Z","TimeBodyGyroJerkMag-mean()","TimeBodyGyroJerkMag-std()","TimeBodyGyroMag-mean()","TimeBodyGyroMag-std()","TimeGravityAcc-mean()-X","TimeGravityAcc-mean()-Y","TimeGravityAcc-mean()-Z","TimeGravityAcc-std()-X","TimeGravityAcc-std()-Y","TimeGravityAcc-std()-Z","TimeGravityAccMag-mean()","TimeGravityAccMag-std()"
16,"Sitting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99670983,-0.99815312,-0.99713876,-0.99757357,-0.99720091,-0.99543328,-0.99860123,-0.99753686,NA,NA,NA,NA,-0.99721758,-0.99625949,-0.99544662,-0.9964806,-0.99746942,-0.987775,-0.996245315,-0.99475598,-0.983456835,-0.99425551,-0.99444943,-0.99524023,-0.99691605,-0.9979736,NA,NA,-0.99802787,-0.99802145,-0.98852165,-0.993845445,-0.996185995,-0.996890495,-0.99634827,-0.99657077,-0.998139865,-0.99766531,-0.99778999,-0.97721217,-0.9963803,-0.99738779,NA,NA,NA,NA,-0.98153302,-0.961698635,-0.930524695,-0.931209165,-0.995637735,-0.982058835,-0.99772366,-0.86337575
16,"Standing",-0.99554481,-0.98529876,-0.97595837,-0.97518569,-0.996627695,-0.99705361,-0.99756096,-0.996611065,-0.98029318,-0.978063775,-0.981247595,-0.99622143,-0.99759525,-0.99712306,-0.99454043,-0.9950495,-0.99888331,-0.99871059,-0.99790216,-0.99795046,-0.994433455,-0.988910325,-0.9939638,-0.98535609,-0.99745623,-0.99756973,-0.99699243,-0.99739122,-0.99326139,NA,NA,NA,NA,NA,-0.93880111,-0.99001374,-0.99603671,-0.99427938,-0.995977275,-0.995118295,-0.99010329,-0.99172913,-0.99554071,-0.99673936,-0.99543406,-0.99534241,-0.99774983,-0.99736438,-0.96470847,-0.95869266,-0.96969774,-0.99732812,-0.99641178,-0.99561162,-0.992663265,-0.99507017,-0.996603155,-0.99515255,NA,NA,NA,NA,NA,NA,-0.99474408,-0.98894674
16,"Laying",-0.9898296,-0.988879955,-0.992841215,-0.994968305,-0.989468735,-0.98956099,-0.99187456,-0.97428476,-0.974725995,-0.979382865,-0.98149813,-0.971438205,-0.97790861,-0.9908848,-0.993780615,-0.990611805,-0.99332453,-0.99294112,-0.98842767,-0.99317638,-0.987218405,-0.99114211,-0.994251505,-0.993841875,-0.993286065,-0.97825905,-0.99156136,-0.99292214,-0.96092902,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98988002,-0.993375195,-0.99466881,-0.99256337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97839833,-0.98228538,-0.99402701,-0.99342044,-0.99220603,-0.992104035,NA,NA,NA,NA,NA,NA,-0.99214494,-0.99241559
17,"Walking",-0.67697571,-0.66423741,-0.53497344,-0.54882227,-0.59959131,-0.58049303,-0.66777381,-0.60183298,-0.58656627,-0.549773465,-0.509156195,-0.48331993,-0.49370184,-0.543302295,-0.42378382,-0.33931698,-0.35120863,-0.5618555,-0.33182316,-0.36252983,-0.511814755,-0.505381325,-0.53145917,-0.55779719,-0.56004102,-0.501282365,-0.47539775,-0.48811299,-0.5384827,-0.54048254,-0.55778125,-0.44277693,-0.40087407,-0.33011454,NA,NA,NA,NA,-0.57345817,-0.53104556,NA,-0.59104606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.63690061,-0.64746388,-0.59479705,-0.63248732,-0.40728162,-0.39588944,-0.4030682,-0.42588183,-0.49737647,-0.51192022,-0.60878875,-0.59967676
17,"Walking Upstairs",-0.64162025,-0.64549609,-0.60528294,-0.59205692,-0.69772194,-0.69548575,NA,NA,NA,NA,NA,NA,-0.65020192,-0.74241364,-0.62258666,NA,NA,NA,NA,NA,NA,-0.58712953,-0.6078151,-0.69385908,-0.61240284,-0.63113239,NA,NA,NA,NA,NA,NA,-0.76302015,-0.83090158,-0.79397478,-0.78264101,-0.80113258,-0.81340052,NA,NA,-0.74468918,-0.75534142,-0.75605601,-0.7196402,-0.75763739,-0.73807242,-0.73519166,-0.760098715,-0.736674925,-0.71135353,-0.702069155,-0.72068443,-0.74417659,-0.768426195,-0.76406219,-0.72972312,NA,NA,NA,NA,NA,-0.80614877,-0.83204623,-0.79971685,-0.78871579,NA
17,"Walking Downstairs",-0.74992072,NA,NA,NA,NA,NA,-0.5427226,-0.57001388,-0.41023715,-0.25002784,-0.31703324,-0.45546788,NA,NA,-0.79141273,-0.79331417,-0.68171408,-0.70482439,-0.65677407,-0.65429432,-0.54743428,NA,NA,NA,NA,NA,-0.7849348,-0.8155649,-0.72090314,-0.65548675,-0.59302435,-0.65442572,NA,NA,-0.70763361,-0.80515829,-0.75213806,-0.65498426,-0.678704485,-0.60248881,-0.57242561,-0.71439408,-0.61125921,-0.59529807,-0.75399365,-0.69866521,NA,NA,NA,NA,NA,NA,NA,NA,-0.69326836,-0.72369575,-0.55905779,-0.615338905,-0.70727877,-0.70846126,-0.74125055,NA,NA,NA,-0.60632791,-0.64470987
17,"Sitting",-0.99930323,-0.99928124,-0.99860634,-0.99900609,-0.99930459,-0.98735099,-0.937104025,-0.99794534,-0.998352005,-0.998086425,-0.99882938,-0.99869677,-0.998963615,-0.998922895,-0.998933065,-0.99895015,-0.99655156,-0.98474983,-0.93960444,-0.99752716,-0.99872373,-0.998119275,-0.998512485,-0.99903398,-0.99892289,-0.998931755,-0.98615141,-0.99332673,-0.99723282,-0.99890992,-0.99854018,-0.99793052,-0.99890667,NA,NA,NA,NA,NA,-0.98119791,-0.98961109,-0.95618585,-0.99812315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99920851,-0.99877634,-0.99278496,-0.99938679,-0.99855022,-0.99880889,-0.99894599,-0.99924099,-0.99927993,-0.9991513,-0.99643826,-0.9788902
17,"Standing",-0.99706754,-0.99545481,-0.99567052,-0.99573669,-0.99653196,-0.9986077,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87417535,-0.99653904,-0.9986829,-0.93593937,-0.97356922,NA,NA,NA,NA,NA,NA,-0.99892473,-0.99820328,-0.99694447,-0.951815205,-0.988297935,-0.9962647,-0.991436115,-0.99293468,-0.996308435,-0.9961542,-0.99709785,-0.997800455,-0.99630066,-0.99645703,-0.99884445,-0.99716924,-0.998227915,-0.997501995,-0.9976841,-0.99838711,-0.997526865,-0.997171065,-0.99880735,-0.997920255,-0.99765156,-0.998348,-0.998223655,-0.98910376,-0.99873459,-0.99852823,-0.99829716,-0.99815144,-0.99657907,-0.996528865,-0.997801315,-0.997526215,-0.997399375,-0.997832815,-0.94233832,-0.99629926
17,"Laying",-0.9935993,-0.99560925,-0.99682035,-0.99614525,-0.99478601,-0.99640845,-0.99676851,-0.94891793,NA,NA,NA,NA,NA,NA,NA,-0.86300253,-0.95173802,-0.94746918,-0.89439561,-0.92210462,NA,NA,NA,NA,NA,NA,-0.99457042,-0.99686273,-0.99595344,-0.9953695,-0.99634197,-0.99670723,-0.97628268,-0.94843934,-0.97836914,-0.994527835,-0.995901085,-0.995911895,-0.9957753,-0.99640839,-0.98705512,-0.99584866,-0.994121265,-0.99404844,-0.99523161,-0.99523325,-0.99550462,-0.99677186,-0.996215365,-0.9959911,-0.96921163,-0.95465082,-0.949145355,-0.958261425,-0.9957311,-0.99355109,-0.9960017,-0.99577607,-0.99769807,-0.99516476,-0.99483792,-0.98794161,-0.97547947,-0.97046165,-0.99560533,-0.99550766
18,"Walking",NA,NA,NA,-0.68769204,-0.69555989,-0.66667551,-0.68952982,-0.7215782,-0.74863568,-0.77030771,-0.77563388,-0.79466688,-0.75368746,-0.72156926,-0.73740621,-0.73097928,-0.74000021,-0.749227755,-0.76587874,-0.776412595,-0.78485163,-0.79388807,-0.75956824,-0.78261149,-0.85060656,-0.75822091,-0.7782998,-0.768907765,-0.783268315,-0.77002673,-0.7986505,-0.78993277,-0.82873717,-0.81489257,-0.77609897,-0.76582646,-0.78272286,-0.80184815,NA,NA,NA,NA,-0.81989705,-0.76441555,-0.77598959,-0.79231192,-0.78408767,-0.77157193,-0.75909639,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78892183,-0.78908547,-0.80759443,-0.82196699,-0.7773774,-0.78813138,NA,NA
18,"Walking Upstairs",-0.867897935,-0.884476395,-0.87114369,-0.871228215,-0.872131125,-0.84660788,-0.83776212,-0.84190233,-0.88715512,-0.85362673,-0.85339552,NA,-0.85790898,-0.85152392,-0.82131345,-0.82944542,NA,NA,-0.87103389,NA,NA,NA,-0.86212979,-0.88289173,-0.86086659,-0.87022443,NA,NA,NA,NA,NA,NA,-0.88497626,-0.885269,-0.86674371,-0.88449134,NA,NA,-0.82723704,-0.813286805,-0.87265202,-0.88593312,NA,NA,NA,NA,-0.843914,-0.77524886,-0.8258145,-0.88783817,-0.87120552,-0.84448776,-0.84896948,-0.87822637,-0.870150005,-0.88317679,-0.837929245,-0.874686555,-0.87626664,-0.91005244,-0.8872856,-0.88616653,-0.85464962,-0.85190358,-0.85190952,-0.81159505
18,"Walking Downstairs",NA,NA,NA,NA,NA,-0.84487736,-0.83320245,-0.8132778,-0.79564476,-0.80787457,-0.74222947,-0.75325705,-0.81350916,-0.83010604,NA,NA,-0.82067449,-0.80599233,NA,-0.79711511,-0.765845165,-0.715738375,-0.64480979,-0.75834937,-0.6590915,-0.69512324,-0.83284698,-0.84571975,-0.8438573,-0.78347195,-0.78432797,-0.80919544,-0.77303728,-0.69725811,-0.70520714,-0.76540625,-0.77948784,-0.83188739,-0.072452061,NA,-0.73970338,-0.69603067,-0.77094256,-0.75953262,-0.83661127,-0.81696304,NA,NA,NA,-0.85482202,-0.85117016,-0.8505421,-0.79157555,-0.80265757,NA,NA,NA,NA,-0.67319534,-0.71541698,-0.75013087,-0.68698757,-0.72694981,-0.77374272,-0.78841704,-0.85406533
18,"Sitting",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.96969659,-0.99229148,-0.99525308,-0.99753911,-0.99848674,-0.99851675,-0.99876311,-0.99298401,-0.99538467,-0.98198783,-0.9930713,-0.99647109,-0.995713,-0.99693368,-0.99606158,-0.99672098,-0.99745587,-0.977904665,-0.993607315,-0.9961922,-0.995877125,-0.996934935,-0.995340595,-0.99736172,-0.99736308,-0.98097911,-0.99716249,-0.99787246,-0.9982621,NA,NA,NA,NA,-0.99773845,-0.99352521,-0.99458767,-0.99619182,-0.99811168,-0.99769524,-0.99690653,-0.99747486,-0.99802097,-0.99798941,-0.99738557,-0.99784077,NA,NA,NA,NA,-0.996781535,-0.997575275,-0.99782269,-0.998211455,-0.99743057,-0.99742828,NA,NA
18,"Standing",-0.98802362,-0.985469515,-0.981743075,-0.99157358,-0.987210595,-0.98564914,-0.990546635,-0.978730345,-0.989534075,-0.99521804,-0.99605547,-0.99612462,-0.99001832,-0.99495811,-0.99432446,-0.99273309,-0.99615897,-0.99770315,-0.99596007,-0.99624263,-0.98826453,-0.98834132,-0.99165483,-0.99778625,-0.99336868,-0.98953686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97224605,-0.98883834,-0.9713519,-0.976946075,-0.99505336,-0.997757055,-0.98353007,-0.9808052,-0.98121562,-0.99142857,-0.9850816,-0.95894395,-0.9576722,-0.99055821,-0.99129225,-0.99550597,-0.99699071,-0.99538134,-0.988979355,-0.98763154,-0.990516215,-0.99348138,NA,NA,NA,NA,NA,NA,-0.991691325,-0.98342882
18,"Laying",-0.99428388,-0.99475141,-0.992082955,-0.9983102,-0.99857348,-0.99785076,-0.99853356,-0.99853965,-0.99801941,-0.99502829,-0.99475088,-0.99778326,-0.99661851,-0.99807252,-0.99194839,-0.99222688,NA,NA,NA,NA,-0.99854625,-0.99842661,-0.99890819,-0.99929754,-0.9988056,-0.9964314,NA,NA,NA,NA,NA,NA,-0.99403913,-0.99305167,-0.98513937,-0.98453876,-0.98850238,-0.99267147,-0.99384035,-0.993923785,-0.981102525,-0.97866125,-0.99218535,-0.99124097,-0.9917101,-0.993292,-0.99464008,-0.9938259,-0.99312651,-0.99187969,-0.96678715,-0.9874879,-0.9908788,-0.99106291,-0.994350245,-0.993847895,-0.993555315,-0.99322577,NA,NA,NA,NA,-0.98393217,-0.99188862,-0.995258865,-0.995823355
19,"Walking",-0.58042479,-0.58912602,-0.51803869,-0.37632258,-0.38577383,-0.5474992,-0.62070353,-0.49318793,-0.37730424,-0.44669923,-0.43558251,-0.32854554,NA,NA,NA,NA,NA,NA,NA,NA,-0.30453219,-0.34442363,-0.32219579,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.21143038,-0.013401455,-0.14609065,-0.33328713,-0.022886691,0.061492708,-0.41661124,-0.47880162,-0.39609367,-0.285120285,-0.32361522,-0.45275314,-0.2566179,0.2018764,-0.43953766,-0.36228534,-0.37095949,-0.23342556,-0.16812869,-0.21422472,-0.2671013295,-0.2393329715,-0.54079016,-0.59075613,-0.45875066,-0.37458805,NA,NA,NA,-0.53342407,-0.44374483,-0.39695061,-0.172755338,-0.28443747
19,"Walking Upstairs",NA,NA,NA,NA,NA,NA,-0.56329958,-0.57304413,-0.60252653,-0.46012371,-0.47143121,-0.43334052,-0.68271647,NA,NA,NA,NA,-0.42037286,NA,NA,-0.38458329,-0.59703661,-0.49157632,-0.40830289,-0.61130261,-0.65261115,-0.22966237,-0.33859386,-0.61165721,-0.62155354,-0.630424935,-0.61113621,-0.66129577,-0.71440814,-0.65665691,-0.63864618,-0.63500257,NA,NA,NA,-0.60008686,NA,NA,NA,NA,NA,NA,NA,-0.72480741,-0.66921467,-0.64213294,-0.63649288,-0.60458493,-0.61006057,NA,NA,NA,NA,-0.65742824,-0.79996766,-0.76972186,-0.7147934,-0.5126589,-0.63635206,NA,NA
19,"Walking Downstairs",0.85690334,0.7713365,0.44064498,0.061581439,-0.21953699,0.014150335,NA,NA,NA,NA,NA,NA,-0.5366678,-0.287399482,-0.2864056045,-0.40502375,-0.064680475,-0.4586397,-0.33729718,-0.1868344,NA,NA,NA,-0.38599339,-0.44513647,-0.5338852,-0.46762128,-0.38917392,-0.13744397,NA,NA,NA,NA,NA,NA,NA,NA,-0.34658116,0.65661951,0.65237836,NA,NA,-0.43809976,-0.52471644,-0.43510372,-0.45046191,-0.57009523,-0.6100177,NA,NA,NA,NA,NA,NA,0.41379717,0.2722619,0.44725262,-0.089397084,NA,NA,NA,NA,NA,NA,NA,NA
19,"Sitting",-0.97744114,-0.98304012,-0.98516774,-0.99130929,-0.99327734,-0.98857148,-0.98990301,-0.99475211,-0.99417163,-0.99405835,-0.99154966,-0.99124747,NA,NA,NA,NA,-0.99458742,-0.99329263,NA,-0.95980873,-0.99299878,NA,NA,NA,NA,NA,-0.99397373,-0.96996975,-0.97003486,-0.99506919,-0.99744659,-0.99559756,-0.97768343,-0.99565572,-0.99411587,-0.99430139,-0.991020695,-0.98978257,-0.99783254,-0.97568974,-0.989354255,-0.991038885,-0.9881465,-0.96416751,-0.963114915,-0.98031725,-0.986140035,-0.984142425,-0.983028345,-0.98899703,-0.996644645,-0.964137095,-0.96460985,-0.98916273,-0.98233473,-0.97885565,-0.98620856,-0.98066456,-0.99515867,-0.99322754,-0.99257367,-0.99430687,-0.9961886,-0.99495982,-0.97101197,-0.99874111
19,"Standing",-0.99550361,-0.928136915,-0.97474455,-0.986919825,-0.98356648,-0.98084597,-0.991750615,-0.99081049,-0.979381225,-0.99577657,-0.99505407,-0.995180895,-0.98452734,-0.98219559,-0.98626152,-0.914420185,-0.99665064,-0.96274664,-0.92646056,-0.9456262,-0.98813919,-0.9847063,-0.986548495,-0.98241211,-0.980484605,-0.98494798,-0.96872497,-0.98889607,-0.99820669,-0.99851268,-0.99901073,-0.9990634,-0.99842995,-0.99750412,-0.99605608,-0.99444579,NA,NA,-0.99664056,-0.99638534,NA,-0.95475637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99488522,-0.99423617,-0.99689789,-0.99750903,-0.99886803,-0.99848684,-0.99178563,-0.99279412,-0.99750524,-0.99846831,-0.96564624,-0.98190098
19,"Laying",-0.98644963,-0.99315829,-0.98128338,-0.9785373,-0.9816174,-0.98361235,-0.98590294,-0.9793415,-0.97999204,-0.98196571,-0.98346423,-0.99103613,-0.962040765,-0.9616004,-0.9798677,-0.978005665,-0.95525055,-0.979595435,-0.982268345,-0.960265115,-0.9871759,-0.978099505,-0.988669865,-0.988170245,-0.964615305,-0.97851868,-0.981972525,-0.97645575,-0.976050015,-0.98263738,-0.981730325,-0.97116131,-0.99075647,-0.99014067,-0.99227702,-0.99454534,-0.99170165,-0.99129861,-0.98923495,-0.97220785,NA,NA,-0.98744449,-0.98840309,-0.99606618,-0.99386035,-0.99236488,-0.99284043,-0.99342979,-0.9929549,-0.99306543,-0.95473658,NA,NA,-0.97720573,-0.9832568,-0.97094665,-0.97621105,-0.96972099,-0.98521034,-0.962884715,-0.98819371,-0.98987105,-0.99313149,NA,-0.92494753
20,"Walking",-0.088296657,-0.049186103,-0.11139452,-0.20339085,-0.30630398,-0.20553558,-0.25260524,-0.15567751,-0.032423874,-0.12289536,-0.23908355,-0.0077617389,-0.11297394,-0.10618515,NA,NA,NA,NA,NA,NA,0.02812941,0.10675038,-0.14183365,-0.15367481,0.08309163,0.015257998,NA,NA,NA,NA,NA,NA,-0.069531537,-0.035702447,-0.098177349,0.0014016307,-0.23943599,-0.45599747,-0.150306412,-0.044525784,-0.35793565,-0.49124854,-0.46108513,-0.51934075,-0.41014771,-0.18900569,-0.25264879,-0.29382703,-0.27084557,-0.27361068,-0.028676313,-0.089839067,-0.15415272,-0.11661398,-0.20963926,-0.13964368,-0.2210928,-0.2874295,NA,NA,NA,NA,NA,NA,-0.22284565,-0.219017434
20,"Walking Upstairs",-0.58035181,-0.47461322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45617822,-0.61533397,-0.45791423,-0.40632135,-0.48564197,-0.40158319,-0.40751596,NA,NA,NA,NA,NA,NA,-0.38345024,-0.667749,-0.52570766,-0.39517398,-0.38555087,-0.49236989,-0.45404071,-0.54570382,-0.57226669,-0.53078472,-0.571667365,-0.56054303,-0.57074162,-0.56745804,-0.56177448,-0.55745648,-0.69994787,-0.6157201,-0.37606331,-0.38415665,-0.4406656,-0.43206381,-0.53203024,-0.47462688,-0.47198259,-0.41607535,-0.42305667,-0.49648557,-0.5588455,-0.48918553,-0.46979816,-0.42754188,-0.46885989,-0.43925611,-0.43985148,-0.59618326,-0.49363044,-0.62040916,-0.53439372,-0.58296605
20,"Walking Downstairs",-0.25011205,-0.34793161,-0.30500797,-0.29900481,-0.14262518,-0.21700656,-0.1702908,-0.2976977,-0.30351066,-0.18689057,-0.30410764,-0.097367737,-0.30725864,NA,-0.42516448,-0.24137116,0.0096536224,-0.13175907,-0.17345623,-0.088289976,-0.23640737,-0.33610004,-0.23633872,-0.19079657,-0.18452749,-0.1955439,-0.36062473,-0.43198919,-0.1950121,0.011584881,-0.001152108,-0.31561876,-0.47140219,-0.3795832,-0.40958595,-0.4519569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3790471,-0.32450145,-0.40913595,-0.33472411,-0.42842682,-0.37742264,-0.33066621,-0.48968364,-0.4938326,-0.44288379,NA,NA
20,"Sitting",-0.986319365,-0.99729443,-0.99732004,-0.99824448,-0.99831109,-0.99853375,-0.99850309,-0.99826351,-0.99921402,-0.99936285,-0.99947161,-0.99515513,-0.94518109,-0.94214205,-0.95528105,-0.98580648,-0.98546411,-0.98772006,-0.98561143,-0.99327546,-0.98394891,-0.98935202,-0.9825547,-0.97934175,-0.99562121,-0.99805025,-0.98942034,-0.98937385,NA,NA,NA,NA,-0.75748274,-0.90404607,-0.89360129,-0.94058504,-0.99578603,-0.99760492,-0.95883722,-0.990946045,-0.9679266,-0.97482939,-0.9972527,-0.99752165,-0.99756058,-0.99825874,-0.99794726,-0.99794939,-0.99246964,-0.99542407,-0.99267376,-0.98570138,-0.96897558,-0.95779963,-0.990060025,-0.99434326,-0.98996437,-0.987909225,NA,NA,NA,NA,NA,-0.75535653,-0.96142805,-0.95538398
20,"Standing",NA,NA,-0.66891599,-0.71339198,-0.85260986,-0.93273829,-0.93425744,-0.93825663,-0.9227926,-0.98613415,-0.91716998,-0.92637936,-0.68633562,-0.95186939,-0.972091545,-0.963214265,-0.950361265,-0.990286205,-0.82557687,-0.87836617,-0.95738842,-0.97880906,-0.85721899,-0.85699411,-0.88637776,-0.68130853,-0.952328385,-0.9477604,-0.964239765,-0.984905565,-0.98561306,-0.97883208,-0.93209451,-0.89644917,-0.90757089,-0.86097903,-0.95282531,-0.90321025,NA,NA,-0.77425353,-0.77688333,-0.89914575,-0.95716613,-0.97736767,-0.9782707,-0.98611678,-0.98332654,-0.93708161,-0.93349787,-0.9488594,-0.93607381,-0.93338174,-0.94690541,NA,NA,NA,NA,-0.97502377,-0.98664588,-0.98901885,-0.990403565,-0.990284505,-0.96716571,NA,NA
20,"Laying",NA,-0.76785281,-0.96615438,-0.9832624,-0.98720252,-0.98571489,-0.98980672,-0.98235766,-0.97882001,-0.98306806,-0.99503461,-0.97239423,-0.97343663,-0.93404168,-0.97021884,-0.99369183,-0.98714776,-0.9921131,-0.99163854,-0.98769176,-0.97468589,-0.98351343,-0.98406691,-0.98956593,-0.98824587,-0.97656071,-0.99219687,-0.98917609,-0.97212643,-0.979292435,-0.98446238,-0.99223336,-0.99724026,-0.98751742,-0.98836367,-0.99711889,-0.99693086,-0.99418852,NA,NA,-0.99747804,-0.99498578,-0.97637234,-0.96968313,-0.97592161,-0.98945734,-0.9949835,-0.99539971,-0.99716739,-0.99698613,-0.98830395,-0.98399354,-0.98969515,-0.99603266,NA,NA,NA,NA,-0.991822175,-0.993142935,-0.982826365,-0.98317567,-0.98302817,-0.974554605,-0.99424933,NA
21,"Walking",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4656982,-0.4384941,-0.37867432,-0.42933836,-0.484503815,-0.448534305,-0.40631326,-0.47949868,-0.351485255,-0.38702869,-0.44642068,-0.44967042,-0.442166145,-0.48178741,-0.483371505,-0.48964226,-0.4048484,-0.3579978,-0.406140435,-0.39627183,-0.412377465,-0.379323275,-0.56680056,NA,-0.46865595,-0.46476606,NA,NA,NA,-0.44416925,-0.48172228,-0.48633424,-0.39187996,-0.346815535
21,"Walking Upstairs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.728169,-0.73335471,-0.742349935,-0.74524213,-0.67500214,-0.682514585,-0.712421645,-0.64923182,-0.64955146,-0.73877343,-0.8258659,-0.781546195,-0.73168491,-0.729860135,-0.75144303,-0.694827355,-0.6841357,-0.71177259,NA,NA,NA,-0.55960958,-0.732439105,-0.689543855,-0.712492715,-0.694758625,-0.6854104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.732241165,-0.54379319,NA,NA
21,"Walking Downstairs",-0.536287565,-0.5241798,-0.55958816,-0.49638251,-0.542139755,-0.515591575,-0.523844125,-0.61476387,-0.615637675,-0.61514204,-0.647565365,-0.48924539,NA,NA,NA,NA,NA,NA,NA,NA,-0.49092348,-0.67788895,NA,NA,NA,NA,NA,NA,-0.51025789,-0.5622847,-0.61967823,-0.54029333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62477919,-0.594707315,-0.62671616,-0.64713915,-0.54130272,-0.62564412,-0.68132841,-0.472667405,NA,NA,NA,NA
21,"Sitting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9854882,-0.99116213,-0.99607897,-0.99581983,-0.99284815,-0.99156649,-0.993176735,-0.99069407,-0.981415605,-0.99115229,-0.99319875,-0.9942742,-0.9960666,-0.9955763,-0.99401148,-0.99299068,-0.99188328,-0.99507141,-0.995981,-0.993997845,-0.993758165,-0.995956505,-0.99445795,-0.9957977,-0.97721125,-0.985711965,-0.9853357,-0.98958012,NA,NA,-0.99299726,-0.99261747,-0.99124022,-0.99043365,-0.98892954,-0.98537491,-0.98637027,-0.990995595,-0.992765245,-0.989822,-0.988863425,-0.993393,-0.99483597,-0.99622657,NA,NA,NA,NA,-0.99618042,-0.973454025,-0.99271731,-0.99237372,-0.992084985,-0.99131611,-0.99330525,-0.99217128
21,"Standing",-0.991786805,-0.97206188,-0.985607165,-0.982697465,-0.980821705,-0.98548561,-0.991530725,-0.992668535,-0.99141833,-0.98935193,-0.98543758,-0.99206416,-0.97578456,-0.97925216,-0.9896576,-0.98831628,NA,NA,NA,NA,-0.99677053,-0.99214672,-0.98773343,-0.98547043,-0.9939872,-0.98611546,NA,NA,NA,NA,NA,-0.7938016,-0.99582261,-0.99784424,-0.99847906,-0.9984625,-0.99798871,-0.99600591,-0.984890475,-0.990852055,-0.988139935,-0.98598815,-0.921086205,-0.917842515,-0.957605795,-0.96739767,-0.96228215,-0.969266605,-0.9866744,-0.98510817,-0.97913199,-0.98493326,-0.98051372,-0.986953875,-0.994444855,-0.99391386,-0.98913774,-0.988682795,-0.86882179,-0.9545792,-0.95847132,-0.95694437,-0.97428071,-0.97294474,-0.986121325,-0.98495544
